gene_a,gene_b,source,target,merged_sign,sign_conflict,direction_conflict,supporting_layers,n_supporting_layers,layer_evidence_type,tier,citation
FANCB,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCB,FANCF,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCB,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCB,FANCG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCB,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCB,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCB,FANCL,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCC,FANCM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCC,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCC,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCC,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCC,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCC,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCC,FANCL,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCC,FANCG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCC,FANCF,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,REV1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,MCM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,FANCM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,POLH,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,MCM3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,MCM7,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,TP53BP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,KAT5,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,RAD50,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,H2AFX,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,MRE11A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,MDC1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,RAD51,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,FANCF,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,FANCG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCD2,FANCL,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCE,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCE,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCE,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCE,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCE,FANCL,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCE,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCE,FANCM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCE,FANCF,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCE,FANCG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,PALB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,FANCM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,FANCI,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,FANCG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCF,FANCL,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCG,PALB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCG,FANCM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCG,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCG,FANCI,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCG,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCG,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCG,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCG,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCG,FANCL,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,GINS2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,REV1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,MCM4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,MCM6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,MCM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,FANCM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,MCM7,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,MCM10,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,MCM3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,RAD51,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,MDC1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,H2AFX,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCI,FANCL,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCL,PALB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCL,FANCM,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCL,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCL,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCL,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCL,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCL,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,MLH1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,MSH2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,MSH6,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,REV1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,PALB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,MSH3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,RTEL1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,MRE11A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,MDC1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,POLE,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,SMARCAL1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,TP53BP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,PCNA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,XPA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,SLX4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,RECQL4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,WRN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,RAD51,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,RAD52,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,RPA2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,TOP3A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,STRA13,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FANCM,RMI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FAS,IL2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FAS,PIK3CA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FAS,TP63,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FAS,IKBKG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FAS,IKBKB,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FAS,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FASLG,IL2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FASLG,PIK3CA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FASLG,GRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FASLG,PRF1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FASLG,IKBKB,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FASLG,IKBKG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FASLG,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,PINX1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,NOP10,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,RUVBL1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,GAR1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,NHP2L1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,NOP56,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,WDR36,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,RRP9,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,RPS5,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,NHP2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBL,NOP58,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,RBX1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,SKP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,NEDD8,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,KRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,MDM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,PIK3CA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,TP63,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,TP53,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,SKP2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,MTOR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,HRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,PTEN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,MCL1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,FLI1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,JUN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FBXW7,MYC,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FDX1,STAR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,MAPK1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,KITLG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,KRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,FLT4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,KDR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,PTPN11,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,MYC,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,PTPRC,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,FRS2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,GRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,NTRK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,IGF1R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,PECAM1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,NRP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,KIT,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,FLT1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,NRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,HRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,POMC,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,IL17A,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,VEGFA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,HSPG2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF2,FGFR3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,MAPK1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,KRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,FLT4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,KDR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,IGF1R,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,FLT1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,KIT,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,FGFR3,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,NRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,NR5A1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,FRS2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGF9,HRAS,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGFR3,MAPK1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGFR3,MDM2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGFR3,PSEN1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGFR3,HSP90AA1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGFR3,VEGFA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGFR3,JAK2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGFR3,JUN,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGFR3,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FGFR3,FRS2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FIG4,VAC14,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FIG4,PIKFYVE,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLNA,GP1BA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLNA,TLR4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLNA,IKBKG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLNA,IKBKB,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,KITLG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,FLT4,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,KDR,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,PIK3CA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,NRP1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,RASA1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,PECAM1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,SOS1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,GRB2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,PIK3R1,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,PTPN11,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,NRP2,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT1,VEGFA,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
FLT4,KITLG,,,,False,False,DArcy_STRING,1,DArcy_STRING:association_unsigned_undirected,T3_STRING_association,PMC9854651
